profile_name,year,rep_period,timestep,value CY_30-97_40-13_50-98
availability-wind2030,2030,1,1438,0.950
availability-wind2030,2030,1,1439,0.950
availability-wind2030,2030,1,1440,0.950
availability-wind2030,2030,1,1441,0.950
availability-wind2030,2030,1,1442,0.947
availability-wind2030,2030,1,1443,0.948
availability-wind2030,2030,1,1444,0.949
availability-wind2030,2030,1,1445,0.946
availability-wind2030,2030,1,1446,0.944
availability-wind2030,2030,1,1447,0.938
availability-wind2030,2030,1,1448,0.930
availability-wind2030,2030,1,1449,0.898
availability-wind2030,2030,1,1450,0.869
availability-wind2030,2030,1,1451,0.859
availability-wind2030,2030,1,1452,0.861
availability-wind2030,2030,1,1453,0.872
availability-wind2030,2030,1,1454,0.853
availability-wind2030,2030,1,1455,0.827
availability-wind2030,2030,1,1456,0.844
availability-wind2030,2030,1,1457,0.907
availability-wind2030,2030,1,1458,0.901
availability-wind2030,2030,1,1459,0.880
availability-wind2030,2030,1,1460,0.872
availability-wind2030,2030,1,1461,0.884
availability-wind2030,2030,1,1462,0.899
availability-wind2030,2030,1,1463,0.910
availability-wind2030,2030,1,1464,0.899
availability-wind2030,2030,1,1465,0.882
availability-wind2030,2030,1,1466,0.872
availability-wind2030,2030,1,1467,0.866
availability-wind2030,2030,1,1468,0.851
availability-wind2030,2030,1,1469,0.835
availability-wind2030,2030,1,1470,0.817
availability-wind2030,2030,1,1471,0.803
availability-wind2030,2030,1,1472,0.783
availability-wind2030,2030,1,1473,0.760
availability-wind2030,2030,1,1474,0.744
availability-wind2030,2030,1,1475,0.729
availability-wind2030,2030,1,1476,0.719
availability-wind2030,2030,1,1477,0.714
availability-wind2030,2030,1,1478,0.704
availability-wind2030,2030,1,1479,0.695
availability-wind2030,2030,1,1480,0.686
availability-wind2030,2030,1,1481,0.686
availability-wind2030,2030,1,1482,0.683
availability-wind2030,2030,1,1483,0.674
availability-wind2030,2030,1,1484,0.671
availability-wind2030,2030,1,1485,0.671
availability-wind2030,2030,1,1486,0.670
availability-wind2030,2030,1,1487,0.672
availability-wind2030,2030,1,1488,0.686
availability-wind2030,2030,1,1489,0.695
availability-wind2030,2030,1,1490,0.698
availability-wind2030,2030,1,1491,0.705
availability-wind2030,2030,1,1492,0.707
availability-wind2030,2030,1,1493,0.720
availability-wind2030,2030,1,1494,0.742
availability-wind2030,2030,1,1495,0.749
availability-wind2030,2030,1,1496,0.739
availability-wind2030,2030,1,1497,0.703
availability-wind2030,2030,1,1498,0.661
availability-wind2030,2030,1,1499,0.618
availability-wind2030,2030,1,1500,0.567
availability-wind2030,2030,1,1501,0.525
availability-wind2030,2030,1,1502,0.496
availability-wind2030,2030,1,1503,0.470
availability-wind2030,2030,1,1504,0.454
availability-wind2030,2030,1,1505,0.442
availability-wind2030,2030,1,1506,0.416
availability-wind2030,2030,1,1507,0.379
availability-wind2030,2030,1,1508,0.368
availability-wind2030,2030,1,1509,0.382
availability-wind2030,2030,1,1510,0.422
availability-wind2030,2030,1,1511,0.506
availability-wind2030,2030,1,1512,0.561
availability-wind2030,2030,1,1513,0.613
availability-wind2030,2030,1,1514,0.668
availability-wind2030,2030,1,1515,0.732
availability-wind2030,2030,1,1516,0.776
availability-wind2030,2030,1,1517,0.767
availability-wind2030,2030,1,1518,0.741
availability-wind2030,2030,1,1519,0.733
availability-wind2030,2030,1,1520,0.727
availability-wind2030,2030,1,1521,0.687
availability-wind2030,2030,1,1522,0.649
availability-wind2030,2030,1,1523,0.634
availability-wind2030,2030,1,1524,0.646
availability-wind2030,2030,1,1525,0.691
availability-wind2030,2030,1,1526,0.732
availability-wind2030,2030,1,1527,0.760
availability-wind2030,2030,1,1528,0.763
availability-wind2030,2030,1,1529,0.794
availability-wind2030,2030,1,1530,0.851
availability-wind2030,2030,1,1531,0.887
availability-wind2030,2030,1,1532,0.900
availability-wind2030,2030,1,1533,0.909
availability-wind2030,2030,1,1534,0.911
availability-wind2030,2030,1,1535,0.899
availability-wind2030,2030,1,1536,0.898
availability-wind2030,2030,1,1537,0.891
availability-wind2030,2030,1,1538,0.876
availability-wind2030,2030,1,1539,0.863
availability-wind2030,2030,1,1540,0.888
availability-wind2030,2030,1,1541,0.888
availability-wind2030,2030,1,1542,0.889
availability-wind2030,2030,1,1543,0.875
availability-wind2030,2030,1,1544,0.846
availability-wind2030,2030,1,1545,0.813
availability-wind2030,2030,1,1546,0.724
availability-wind2030,2030,1,1547,0.567
availability-wind2030,2030,1,1548,0.486
availability-wind2030,2030,1,1549,0.454
availability-wind2030,2030,1,1550,0.438
availability-wind2030,2030,1,1551,0.422
availability-wind2030,2030,1,1552,0.389
availability-wind2030,2030,1,1553,0.390
availability-wind2030,2030,1,1554,0.388
availability-wind2030,2030,1,1555,0.367
availability-wind2030,2030,1,1556,0.373
availability-wind2030,2030,1,1557,0.402
availability-wind2030,2030,1,1558,0.468
availability-wind2030,2030,1,1559,0.565
availability-wind2030,2030,1,1560,0.672
availability-wind2030,2030,1,1561,0.740
availability-wind2030,2030,1,1562,0.799
availability-wind2030,2030,1,1563,0.827
availability-wind2030,2030,1,1564,0.836
availability-wind2030,2030,1,1565,0.843
availability-wind2030,2030,1,1566,0.858
availability-wind2030,2030,1,1567,0.876
availability-wind2030,2030,1,1568,0.883
availability-wind2030,2030,1,1569,0.876
availability-wind2030,2030,1,1570,0.863
availability-wind2030,2030,1,1571,0.851
availability-wind2030,2030,1,1572,0.843
availability-wind2030,2030,1,1573,0.843
availability-wind2030,2030,1,1574,0.827
availability-wind2030,2030,1,1575,0.781
availability-wind2030,2030,1,1576,0.738
availability-wind2030,2030,1,1577,0.721
availability-wind2030,2030,1,1578,0.730
availability-wind2030,2030,1,1579,0.775
availability-wind2030,2030,1,1580,0.825
availability-wind2030,2030,1,1581,0.852
availability-wind2030,2030,1,1582,0.859
availability-wind2030,2030,1,1583,0.838
availability-wind2030,2030,1,1584,0.827
availability-wind2030,2030,1,1585,0.809
availability-wind2030,2030,1,1586,0.788
availability-wind2030,2030,1,1587,0.765
availability-wind2030,2030,1,1588,0.730
availability-wind2030,2030,1,1589,0.690
availability-wind2030,2030,1,1590,0.663
availability-wind2030,2030,1,1591,0.651
availability-wind2030,2030,1,1592,0.589
availability-wind2030,2030,1,1593,0.576
availability-wind2030,2030,1,1594,0.646
availability-wind2030,2030,1,1595,0.653
availability-wind2030,2030,1,1596,0.659
availability-wind2030,2030,1,1597,0.617
availability-wind2030,2030,1,1598,0.564
availability-wind2030,2030,1,1599,0.523
availability-wind2030,2030,1,1600,0.489
availability-wind2030,2030,1,1601,0.464
availability-wind2030,2030,1,1602,0.425
availability-wind2030,2030,1,1603,0.394
availability-wind2030,2030,1,1604,0.353
availability-wind2030,2030,1,1605,0.309
availability-wind2030,2030,1,1606,0.299
availability-wind2030,2030,1,1607,0.291
availability-wind2030,2030,1,1608,0.311
availability-wind2030,2030,1,1609,0.327
availability-wind2030,2030,1,1610,0.346
availability-wind2030,2030,1,1611,0.374
availability-wind2030,2030,1,1612,0.385
availability-wind2030,2030,1,1613,0.365
availability-wind2030,2030,1,1614,0.344
availability-wind2030,2030,1,1615,0.337
availability-wind2030,2030,1,1616,0.353
availability-wind2030,2030,1,1617,0.377
availability-wind2030,2030,1,1618,0.389
availability-wind2030,2030,1,1619,0.388
availability-wind2030,2030,1,1620,0.370
availability-wind2030,2030,1,1621,0.369
availability-wind2030,2030,1,1622,0.378
availability-wind2030,2030,1,1623,0.394
availability-wind2030,2030,1,1624,0.408
availability-wind2030,2030,1,1625,0.418
availability-wind2030,2030,1,1626,0.421
availability-wind2030,2030,1,1627,0.412
availability-wind2030,2030,1,1628,0.400
availability-wind2030,2030,1,1629,0.385
availability-wind2030,2030,1,1630,0.357
availability-wind2030,2030,1,1631,0.328
availability-wind2030,2030,1,1632,0.298
availability-wind2030,2030,1,1633,0.305
availability-wind2030,2030,1,1634,0.316
availability-wind2030,2030,1,1635,0.309
availability-wind2030,2030,1,1636,0.270
availability-wind2030,2030,1,1637,0.246
availability-wind2030,2030,1,1638,0.254
availability-wind2030,2030,1,1639,0.278
availability-wind2030,2030,1,1640,0.317
availability-wind2030,2030,1,1641,0.367
availability-wind2030,2030,1,1642,0.398
availability-wind2030,2030,1,1643,0.352
availability-wind2030,2030,1,1644,0.339
availability-wind2030,2030,1,1645,0.319
availability-wind2030,2030,1,1646,0.281
availability-wind2030,2030,1,1647,0.246
availability-wind2030,2030,1,1648,0.220
availability-wind2030,2030,1,1649,0.212
availability-wind2030,2030,1,1650,0.216
availability-wind2030,2030,1,1651,0.227
availability-wind2030,2030,1,1652,0.244
availability-wind2030,2030,1,1653,0.273
availability-wind2030,2030,1,1654,0.307
availability-wind2030,2030,1,1655,0.307
availability-wind2030,2030,1,1656,0.314
availability-wind2030,2030,1,1657,0.325
availability-wind2030,2030,1,1658,0.332
availability-wind2030,2030,1,1659,0.327
availability-wind2030,2030,1,1660,0.322
availability-wind2030,2030,1,1661,0.323
availability-wind2030,2030,1,1662,0.313
availability-wind2030,2030,1,1663,0.277
availability-wind2030,2030,1,1664,0.232
availability-wind2030,2030,1,1665,0.217
availability-wind2030,2030,1,1666,0.219
availability-wind2030,2030,1,1667,0.238
availability-wind2030,2030,1,1668,0.225
availability-wind2030,2030,1,1669,0.198
availability-wind2030,2030,1,1670,0.176
availability-wind2030,2030,1,1671,0.159
availability-wind2030,2030,1,1672,0.148
availability-wind2030,2030,1,1673,0.142
availability-wind2030,2030,1,1674,0.153
availability-wind2030,2030,1,1675,0.203
availability-wind2030,2030,1,1676,0.277
availability-wind2030,2030,1,1677,0.340
availability-wind2030,2030,1,1678,0.393
availability-wind2030,2030,1,1679,0.387
availability-wind2030,2030,1,1680,0.410
availability-wind2030,2030,1,1681,0.426
availability-wind2030,2030,1,1682,0.438
availability-wind2030,2030,1,1683,0.470
availability-wind2030,2030,1,1684,0.494
availability-wind2030,2030,1,1685,0.523
availability-wind2030,2030,1,1686,0.544
availability-wind2030,2030,1,1687,0.579
availability-wind2030,2030,1,1688,0.611
availability-wind2030,2030,1,1689,0.614
availability-wind2030,2030,1,1690,0.592
availability-wind2030,2030,1,1691,0.511
availability-wind2030,2030,1,1692,0.517
availability-wind2030,2030,1,1693,0.544
availability-wind2030,2030,1,1694,0.565
availability-wind2030,2030,1,1695,0.584
availability-wind2030,2030,1,1696,0.657
availability-wind2030,2030,1,1697,0.649
availability-wind2030,2030,1,1698,0.666
availability-wind2030,2030,1,1699,0.680
availability-wind2030,2030,1,1700,0.673
availability-wind2030,2030,1,1701,0.670
availability-wind2030,2030,1,1702,0.654
availability-wind2030,2030,1,1703,0.646
availability-wind2030,2030,1,1704,0.599
availability-wind2030,2030,1,1705,0.627
availability-wind2030,2030,1,1706,0.658
availability-wind2030,2030,1,1707,0.627
availability-wind2030,2030,1,1708,0.645
availability-wind2030,2030,1,1709,0.665
availability-wind2030,2030,1,1710,0.655
availability-wind2030,2030,1,1711,0.653
availability-wind2030,2030,1,1712,0.638
availability-wind2030,2030,1,1713,0.621
availability-wind2030,2030,1,1714,0.594
availability-wind2030,2030,1,1715,0.582
availability-wind2030,2030,1,1716,0.614
availability-wind2030,2030,1,1717,0.723
availability-wind2030,2030,1,1718,0.818
availability-wind2030,2030,1,1719,0.856
availability-wind2030,2030,1,1720,0.859
availability-wind2030,2030,1,1721,0.851
availability-wind2030,2030,1,1722,0.851
availability-wind2030,2030,1,1723,0.859
availability-wind2030,2030,1,1724,0.858
availability-wind2030,2030,1,1725,0.848
availability-wind2030,2030,1,1726,0.828
availability-wind2030,2030,1,1727,0.771
availability-wind2030,2030,1,1728,0.745
availability-wind2030,2030,1,1729,0.727
availability-wind2030,2030,1,1730,0.722
availability-wind2030,2030,1,1731,0.709
availability-wind2030,2030,1,1732,0.677
availability-wind2030,2030,1,1733,0.620
availability-wind2030,2030,1,1734,0.545
availability-wind2030,2030,1,1735,0.487
availability-wind2030,2030,1,1736,0.458
availability-wind2030,2030,1,1737,0.453
availability-wind2030,2030,1,1738,0.445
availability-wind2030,2030,1,1739,0.429
availability-wind2030,2030,1,1740,0.356
availability-wind2030,2030,1,1741,0.295
availability-wind2030,2030,1,1742,0.220
availability-wind2030,2030,1,1743,0.205
availability-wind2030,2030,1,1744,0.185
availability-wind2030,2030,1,1745,0.150
availability-wind2030,2030,1,1746,0.132
availability-wind2030,2030,1,1747,0.135
availability-wind2030,2030,1,1748,0.141
availability-wind2030,2030,1,1749,0.182
availability-wind2030,2030,1,1750,0.221
availability-wind2030,2030,1,1751,0.288
availability-wind2030,2030,1,1752,0.324
availability-wind2030,2030,1,1753,0.376
availability-wind2030,2030,1,1754,0.412
availability-wind2030,2030,1,1755,0.452
availability-wind2030,2030,1,1756,0.459
availability-wind2030,2030,1,1757,0.501
availability-wind2030,2030,1,1758,0.534
availability-wind2030,2030,1,1759,0.567
availability-wind2030,2030,1,1760,0.579
availability-wind2030,2030,1,1761,0.591
availability-wind2030,2030,1,1762,0.563
availability-wind2030,2030,1,1763,0.507
availability-wind2030,2030,1,1764,0.419
availability-wind2030,2030,1,1765,0.357
availability-wind2030,2030,1,1766,0.347
availability-wind2030,2030,1,1767,0.410
availability-wind2030,2030,1,1768,0.444
availability-wind2030,2030,1,1769,0.486
availability-wind2030,2030,1,1770,0.506
availability-wind2030,2030,1,1771,0.535
availability-wind2030,2030,1,1772,0.571
availability-wind2030,2030,1,1773,0.602
availability-wind2030,2030,1,1774,0.634
availability-wind2030,2030,1,1775,0.620
availability-wind2030,2030,1,1776,0.602
availability-wind2030,2030,1,1777,0.546
availability-wind2030,2030,1,1778,0.520
availability-wind2030,2030,1,1779,0.504
availability-wind2030,2030,1,1780,0.480
availability-wind2030,2030,1,1781,0.461
availability-wind2030,2030,1,1782,0.436
availability-wind2030,2030,1,1783,0.429
availability-wind2030,2030,1,1784,0.421
availability-wind2030,2030,1,1785,0.431
availability-wind2030,2030,1,1786,0.425
availability-wind2030,2030,1,1787,0.396
availability-wind2030,2030,1,1788,0.386
availability-wind2030,2030,1,1789,0.372
availability-wind2030,2030,1,1790,0.365
availability-wind2030,2030,1,1791,0.382
availability-wind2030,2030,1,1792,0.372
availability-wind2030,2030,1,1793,0.363
availability-wind2030,2030,1,1794,0.348
availability-wind2030,2030,1,1795,0.321
availability-wind2030,2030,1,1796,0.298
availability-wind2030,2030,1,1797,0.309
availability-wind2030,2030,1,1798,0.344
availability-wind2030,2030,1,1799,0.353
availability-wind2030,2030,1,1800,0.348
availability-wind2030,2030,1,1801,0.334
availability-wind2030,2030,1,1802,0.309
availability-wind2030,2030,1,1803,0.288
availability-wind2030,2030,1,1804,0.267
availability-wind2030,2030,1,1805,0.246
availability-wind2030,2030,1,1806,0.241
availability-wind2030,2030,1,1807,0.223
availability-wind2030,2030,1,1808,0.213
availability-wind2030,2030,1,1809,0.213
availability-wind2030,2030,1,1810,0.203
availability-wind2030,2030,1,1811,0.175
availability-wind2030,2030,1,1812,0.164
availability-wind2030,2030,1,1813,0.171
availability-wind2030,2030,1,1814,0.197
availability-wind2030,2030,1,1815,0.221
availability-wind2030,2030,1,1816,0.230
availability-wind2030,2030,1,1817,0.235
availability-wind2030,2030,1,1818,0.240
availability-wind2030,2030,1,1819,0.249
availability-wind2030,2030,1,1820,0.269
availability-wind2030,2030,1,1821,0.299
availability-wind2030,2030,1,1822,0.346
availability-wind2030,2030,1,1823,0.440
availability-wind2030,2030,1,1824,0.491
availability-wind2030,2030,1,1825,0.552
availability-wind2030,2030,1,1826,0.623
availability-wind2030,2030,1,1827,0.705
availability-wind2030,2030,1,1828,0.756
availability-wind2030,2030,1,1829,0.750
availability-wind2030,2030,1,1830,0.718
availability-wind2030,2030,1,1831,0.694
availability-wind2030,2030,1,1832,0.692
availability-wind2030,2030,1,1833,0.701
availability-wind2030,2030,1,1834,0.717
availability-wind2030,2030,1,1835,0.742
availability-wind2030,2030,1,1836,0.734
availability-wind2030,2030,1,1837,0.729
availability-wind2030,2030,1,1838,0.722
availability-wind2030,2030,1,1839,0.715
availability-wind2030,2030,1,1840,0.725
availability-wind2030,2030,1,1841,0.722
availability-wind2030,2030,1,1842,0.698
availability-wind2030,2030,1,1843,0.676
availability-wind2030,2030,1,1844,0.652
availability-wind2030,2030,1,1845,0.619
availability-wind2030,2030,1,1846,0.595
availability-wind2030,2030,1,1847,0.624
availability-wind2030,2030,1,1848,0.654
availability-wind2030,2030,1,1849,0.661
availability-wind2030,2030,1,1850,0.673
availability-wind2030,2030,1,1851,0.679
availability-wind2030,2030,1,1852,0.674
availability-wind2030,2030,1,1853,0.685
availability-wind2030,2030,1,1854,0.703
availability-wind2030,2030,1,1855,0.716
availability-wind2030,2030,1,1856,0.721
availability-wind2030,2030,1,1857,0.730
availability-wind2030,2030,1,1858,0.739
availability-wind2030,2030,1,1859,0.734
availability-wind2030,2030,1,1860,0.732
availability-wind2030,2030,1,1861,0.726
availability-wind2030,2030,1,1862,0.711
availability-wind2030,2030,1,1863,0.677
availability-wind2030,2030,1,1864,0.662
availability-wind2030,2030,1,1865,0.637
availability-wind2030,2030,1,1866,0.590
availability-wind2030,2030,1,1867,0.536
availability-wind2030,2030,1,1868,0.459
availability-wind2030,2030,1,1869,0.371
availability-wind2030,2030,1,1870,0.290
availability-wind2030,2030,1,1871,0.250
availability-wind2030,2030,1,1872,0.207
availability-wind2030,2030,1,1873,0.196
availability-wind2030,2030,1,1874,0.212
availability-wind2030,2030,1,1875,0.236
availability-wind2030,2030,1,1876,0.247
availability-wind2030,2030,1,1877,0.253
availability-wind2030,2030,1,1878,0.256
availability-wind2030,2030,1,1879,0.260
availability-wind2030,2030,1,1880,0.276
availability-wind2030,2030,1,1881,0.312
availability-wind2030,2030,1,1882,0.360
availability-wind2030,2030,1,1883,0.416
availability-wind2030,2030,1,1884,0.482
availability-wind2030,2030,1,1885,0.537
availability-wind2030,2030,1,1886,0.526
availability-wind2030,2030,1,1887,0.463
availability-wind2030,2030,1,1888,0.393
availability-wind2030,2030,1,1889,0.342
availability-wind2030,2030,1,1890,0.307
availability-wind2030,2030,1,1891,0.301
availability-wind2030,2030,1,1892,0.302
availability-wind2030,2030,1,1893,0.301
availability-wind2030,2030,1,1894,0.303
availability-wind2030,2030,1,1895,0.284
availability-wind2030,2030,1,1896,0.288
availability-wind2030,2030,1,1897,0.305
availability-wind2030,2030,1,1898,0.308
availability-wind2030,2030,1,1899,0.280
availability-wind2030,2030,1,1900,0.249
availability-wind2030,2030,1,1901,0.245
availability-wind2030,2030,1,1902,0.252
availability-wind2030,2030,1,1903,0.277
availability-wind2030,2030,1,1904,0.322
availability-wind2030,2030,1,1905,0.356
availability-wind2030,2030,1,1906,0.385
availability-wind2030,2030,1,1907,0.360
availability-wind2030,2030,1,1908,0.383
availability-wind2030,2030,1,1909,0.406
availability-wind2030,2030,1,1910,0.424
availability-wind2030,2030,1,1911,0.477
availability-wind2030,2030,1,1912,0.517
availability-wind2030,2030,1,1913,0.546
availability-wind2030,2030,1,1914,0.578
availability-wind2030,2030,1,1915,0.613
availability-wind2030,2030,1,1916,0.626
availability-wind2030,2030,1,1917,0.619
availability-wind2030,2030,1,1918,0.583
availability-wind2030,2030,1,1919,0.566
availability-wind2030,2030,1,1920,0.510
availability-wind2030,2030,1,1921,0.450
availability-wind2030,2030,1,1922,0.429
availability-wind2030,2030,1,1923,0.367
availability-wind2030,2030,1,1924,0.290
availability-wind2030,2030,1,1925,0.238
availability-wind2030,2030,1,1926,0.188
availability-wind2030,2030,1,1927,0.137
availability-wind2030,2030,1,1928,0.095
availability-wind2030,2030,1,1929,0.062
availability-wind2030,2030,1,1930,0.046
availability-wind2030,2030,1,1931,0.038
availability-wind2030,2030,1,1932,0.048
availability-wind2030,2030,1,1933,0.067
availability-wind2030,2030,1,1934,0.091
availability-wind2030,2030,1,1935,0.125
availability-wind2030,2030,1,1936,0.168
availability-wind2030,2030,1,1937,0.215
availability-wind2030,2030,1,1938,0.269
availability-wind2030,2030,1,1939,0.329
availability-wind2030,2030,1,1940,0.387
availability-wind2030,2030,1,1941,0.465
availability-wind2030,2030,1,1942,0.559
availability-wind2030,2030,1,1943,0.640
availability-wind2030,2030,1,1944,0.682
availability-wind2030,2030,1,1945,0.711
availability-wind2030,2030,1,1946,0.717
availability-wind2030,2030,1,1947,0.719
availability-wind2030,2030,1,1948,0.720
availability-wind2030,2030,1,1949,0.717
availability-wind2030,2030,1,1950,0.715
availability-wind2030,2030,1,1951,0.709
availability-wind2030,2030,1,1952,0.693
availability-wind2030,2030,1,1953,0.655
availability-wind2030,2030,1,1954,0.611
availability-wind2030,2030,1,1955,0.584
availability-wind2030,2030,1,1956,0.575
availability-wind2030,2030,1,1957,0.552
availability-wind2030,2030,1,1958,0.518
availability-wind2030,2030,1,1959,0.496
availability-wind2030,2030,1,1960,0.484
availability-wind2030,2030,1,1961,0.465
availability-wind2030,2030,1,1962,0.456
availability-wind2030,2030,1,1963,0.458
availability-wind2030,2030,1,1964,0.467
availability-wind2030,2030,1,1965,0.471
availability-wind2030,2030,1,1966,0.454
availability-wind2030,2030,1,1967,0.433
availability-wind2030,2030,1,1968,0.383
availability-wind2030,2030,1,1969,0.367
availability-wind2030,2030,1,1970,0.351
availability-wind2030,2030,1,1971,0.345
availability-wind2030,2030,1,1972,0.354
availability-wind2030,2030,1,1973,0.359
availability-wind2030,2030,1,1974,0.378
availability-wind2030,2030,1,1975,0.381
availability-wind2030,2030,1,1976,0.393
availability-wind2030,2030,1,1977,0.416
availability-wind2030,2030,1,1978,0.427
availability-wind2030,2030,1,1979,0.438
availability-wind2030,2030,1,1980,0.458
availability-wind2030,2030,1,1981,0.469
availability-wind2030,2030,1,1982,0.468
availability-wind2030,2030,1,1983,0.442
availability-wind2030,2030,1,1984,0.453
availability-wind2030,2030,1,1985,0.455
availability-wind2030,2030,1,1986,0.442
availability-wind2030,2030,1,1987,0.443
availability-wind2030,2030,1,1988,0.466
availability-wind2030,2030,1,1989,0.477
availability-wind2030,2030,1,1990,0.467
availability-wind2030,2030,1,1991,0.463
availability-wind2030,2030,1,1992,0.475
availability-wind2030,2030,1,1993,0.482
availability-wind2030,2030,1,1994,0.493
availability-wind2030,2030,1,1995,0.508
availability-wind2030,2030,1,1996,0.511
availability-wind2030,2030,1,1997,0.514
availability-wind2030,2030,1,1998,0.516
availability-wind2030,2030,1,1999,0.512
availability-wind2030,2030,1,2000,0.506
availability-wind2030,2030,1,2001,0.502
availability-wind2030,2030,1,2002,0.503
availability-wind2030,2030,1,2003,0.540
availability-wind2030,2030,1,2004,0.543
availability-wind2030,2030,1,2005,0.547
availability-wind2030,2030,1,2006,0.542
availability-wind2030,2030,1,2007,0.542
availability-wind2030,2030,1,2008,0.550
availability-wind2030,2030,1,2009,0.564
availability-wind2030,2030,1,2010,0.598
availability-wind2030,2030,1,2011,0.659
availability-wind2030,2030,1,2012,0.718
availability-wind2030,2030,1,2013,0.736
availability-wind2030,2030,1,2014,0.748
availability-wind2030,2030,1,2015,0.754
availability-wind2030,2030,1,2016,0.776
availability-wind2030,2030,1,2017,0.793
availability-wind2030,2030,1,2018,0.817
availability-wind2030,2030,1,2019,0.822
availability-wind2030,2030,1,2020,0.830
availability-wind2030,2030,1,2021,0.850
availability-wind2030,2030,1,2022,0.891
availability-wind2030,2030,1,2023,0.914
availability-wind2030,2030,1,2024,0.934
availability-wind2030,2030,1,2025,0.942
availability-wind2030,2030,1,2026,0.946
availability-wind2030,2030,1,2027,0.948
availability-wind2030,2030,1,2028,0.948
availability-wind2030,2030,1,2029,0.947
availability-wind2030,2030,1,2030,0.942
availability-wind2030,2030,1,2031,0.936
availability-wind2030,2030,1,2032,0.929
availability-wind2030,2030,1,2033,0.934
availability-wind2030,2030,1,2034,0.940
availability-wind2030,2030,1,2035,0.939
availability-wind2030,2030,1,2036,0.938
availability-wind2030,2030,1,2037,0.933
availability-wind2030,2030,1,2038,0.914
availability-wind2030,2030,1,2039,0.919
availability-wind2030,2030,1,2040,0.908
availability-wind2030,2030,1,2041,0.892
availability-wind2030,2030,1,2042,0.888
availability-wind2030,2030,1,2043,0.884
availability-wind2030,2030,1,2044,0.888
availability-wind2030,2030,1,2045,0.891
availability-wind2030,2030,1,2046,0.895
availability-wind2030,2030,1,2047,0.896
availability-wind2030,2030,1,2048,0.901
availability-wind2030,2030,1,2049,0.908
availability-wind2030,2030,1,2050,0.908
availability-wind2030,2030,1,2051,0.885
availability-wind2030,2030,1,2052,0.892
availability-wind2030,2030,1,2053,0.911
availability-wind2030,2030,1,2054,0.925
availability-wind2030,2030,1,2055,0.938
availability-wind2030,2030,1,2056,0.944
availability-wind2030,2030,1,2057,0.946
availability-wind2030,2030,1,2058,0.947
availability-wind2030,2030,1,2059,0.946
availability-wind2030,2030,1,2060,0.946
availability-wind2030,2030,1,2061,0.927
availability-wind2030,2030,1,2062,0.856
availability-wind2030,2030,1,2063,0.769
availability-wind2030,2030,1,2064,0.741
availability-wind2030,2030,1,2065,0.855
availability-wind2030,2030,1,2066,0.947
availability-wind2030,2030,1,2067,0.949
availability-wind2030,2030,1,2068,0.948
availability-wind2030,2030,1,2069,0.948
availability-wind2030,2030,1,2070,0.948
availability-wind2030,2030,1,2071,0.947
availability-wind2030,2030,1,2072,0.947
availability-wind2030,2030,1,2073,0.947
availability-wind2030,2030,1,2074,0.947
availability-wind2030,2030,1,2075,0.945
availability-wind2030,2030,1,2076,0.942
availability-wind2030,2030,1,2077,0.936
availability-wind2030,2030,1,2078,0.928
availability-wind2030,2030,1,2079,0.914
availability-wind2030,2030,1,2080,0.910
availability-wind2030,2030,1,2081,0.911
availability-wind2030,2030,1,2082,0.915
availability-wind2030,2030,1,2083,0.910
availability-wind2030,2030,1,2084,0.910
availability-wind2030,2030,1,2085,0.911
availability-wind2030,2030,1,2086,0.897
availability-wind2030,2030,1,2087,0.874
availability-wind2030,2030,1,2088,0.850
availability-wind2030,2030,1,2089,0.833
availability-wind2030,2030,1,2090,0.804
availability-wind2030,2030,1,2091,0.785
availability-wind2030,2030,1,2092,0.792
availability-wind2030,2030,1,2093,0.791
availability-wind2030,2030,1,2094,0.793
availability-wind2030,2030,1,2095,0.807
availability-wind2030,2030,1,2096,0.817
availability-wind2030,2030,1,2097,0.827
availability-wind2030,2030,1,2098,0.838
availability-wind2030,2030,1,2099,0.821
availability-wind2030,2030,1,2100,0.821
availability-wind2030,2030,1,2101,0.803
availability-wind2030,2030,1,2102,0.788
availability-wind2030,2030,1,2103,0.785
availability-wind2030,2030,1,2104,0.777
availability-wind2030,2030,1,2105,0.759
availability-wind2030,2030,1,2106,0.736
availability-wind2030,2030,1,2107,0.714
availability-wind2030,2030,1,2108,0.696
availability-wind2030,2030,1,2109,0.679
availability-wind2030,2030,1,2110,0.688
availability-wind2030,2030,1,2111,0.677
availability-wind2030,2030,1,2112,0.706
availability-wind2030,2030,1,2113,0.736
availability-wind2030,2030,1,2114,0.760
availability-wind2030,2030,1,2115,0.751
availability-wind2030,2030,1,2116,0.730
availability-wind2030,2030,1,2117,0.721
availability-wind2030,2030,1,2118,0.711
availability-wind2030,2030,1,2119,0.692
availability-wind2030,2030,1,2120,0.667
availability-wind2030,2030,1,2121,0.644
availability-wind2030,2030,1,2122,0.636
availability-wind2030,2030,1,2123,0.634
availability-wind2030,2030,1,2124,0.659
availability-wind2030,2030,1,2125,0.674
availability-wind2030,2030,1,2126,0.673
availability-wind2030,2030,1,2127,0.677
availability-wind2030,2030,1,2128,0.682
availability-wind2030,2030,1,2129,0.685
availability-wind2030,2030,1,2130,0.688
availability-wind2030,2030,1,2131,0.695
availability-wind2030,2030,1,2132,0.706
availability-wind2030,2030,1,2133,0.718
availability-wind2030,2030,1,2134,0.732
availability-wind2030,2030,1,2135,0.745
