profile_name,year,rep_period,timestep,value
availability-wind2030,2030,1,387,0.768771829
availability-wind2030,2030,1,388,0.774608799
availability-wind2030,2030,1,389,0.764831394
availability-wind2030,2030,1,390,0.781023178
availability-wind2030,2030,1,391,0.798452879
availability-wind2030,2030,1,392,0.809155392
availability-wind2030,2030,1,393,0.815889249
availability-wind2030,2030,1,394,0.805402773
availability-wind2030,2030,1,395,0.776356739
availability-wind2030,2030,1,396,0.776847454
availability-wind2030,2030,1,397,0.782249646
availability-wind2030,2030,1,398,0.771264985
availability-wind2030,2030,1,399,0.759323378
availability-wind2030,2030,1,400,0.72202473
availability-wind2030,2030,1,401,0.681749638
availability-wind2030,2030,1,402,0.623241655
availability-wind2030,2030,1,403,0.638621262
availability-wind2030,2030,1,404,0.639416018
availability-wind2030,2030,1,405,0.649029934
availability-wind2030,2030,1,406,0.626795677
availability-wind2030,2030,1,407,0.630315782
availability-wind2030,2030,1,408,0.586468378
availability-wind2030,2030,1,409,0.538656052
availability-wind2030,2030,1,410,0.51304729
availability-wind2030,2030,1,411,0.491047398
availability-wind2030,2030,1,412,0.494485135
availability-wind2030,2030,1,413,0.518067302
availability-wind2030,2030,1,414,0.55445532
availability-wind2030,2030,1,415,0.580805643
availability-wind2030,2030,1,416,0.596663433
availability-wind2030,2030,1,417,0.624560724
availability-wind2030,2030,1,418,0.71727463
availability-wind2030,2030,1,419,0.766458597
availability-wind2030,2030,1,420,0.801527951
availability-wind2030,2030,1,421,0.817212227
availability-wind2030,2030,1,422,0.838507871
availability-wind2030,2030,1,423,0.870299209
availability-wind2030,2030,1,424,0.898057635
availability-wind2030,2030,1,425,0.922909393
availability-wind2030,2030,1,426,0.934183263
availability-wind2030,2030,1,427,0.939487018
availability-wind2030,2030,1,428,0.927119256
availability-wind2030,2030,1,429,0.929388394
availability-wind2030,2030,1,430,0.934032008
availability-wind2030,2030,1,431,0.937688932
availability-wind2030,2030,1,432,0.936285191
availability-wind2030,2030,1,433,0.926344855
availability-wind2030,2030,1,434,0.896448316
availability-wind2030,2030,1,435,0.84840182
availability-wind2030,2030,1,436,0.78314955
availability-wind2030,2030,1,437,0.728581503
availability-wind2030,2030,1,438,0.718554757
availability-wind2030,2030,1,439,0.721370609
availability-wind2030,2030,1,440,0.732522176
availability-wind2030,2030,1,441,0.757732281
availability-wind2030,2030,1,442,0.780996604
availability-wind2030,2030,1,443,0.819374714
availability-wind2030,2030,1,444,0.825634336
availability-wind2030,2030,1,445,0.828665295
availability-wind2030,2030,1,446,0.845057441
availability-wind2030,2030,1,447,0.871972023
availability-wind2030,2030,1,448,0.905858053
availability-wind2030,2030,1,449,0.930141352
availability-wind2030,2030,1,450,0.940143543
availability-wind2030,2030,1,451,0.941446049
availability-wind2030,2030,1,452,0.934690635
availability-wind2030,2030,1,453,0.91909544
availability-wind2030,2030,1,454,0.896635524
availability-wind2030,2030,1,455,0.868269114
availability-wind2030,2030,1,456,0.843786507
availability-wind2030,2030,1,457,0.822164978
availability-wind2030,2030,1,458,0.805888262
availability-wind2030,2030,1,459,0.788644443
availability-wind2030,2030,1,460,0.766382825
availability-wind2030,2030,1,461,0.746944712
availability-wind2030,2030,1,462,0.729572365
availability-wind2030,2030,1,463,0.720510988
availability-wind2030,2030,1,464,0.718176556
availability-wind2030,2030,1,465,0.728586084
availability-wind2030,2030,1,466,0.755502573
availability-wind2030,2030,1,467,0.782841266
availability-wind2030,2030,1,468,0.836508606
availability-wind2030,2030,1,469,0.87430567
availability-wind2030,2030,1,470,0.889750063
availability-wind2030,2030,1,471,0.90399026
availability-wind2030,2030,1,472,0.913034157
availability-wind2030,2030,1,473,0.915014183
availability-wind2030,2030,1,474,0.901526611
availability-wind2030,2030,1,475,0.876444084
availability-wind2030,2030,1,476,0.817894559
availability-wind2030,2030,1,477,0.735479814
availability-wind2030,2030,1,478,0.68990741
availability-wind2030,2030,1,479,0.612660626
availability-wind2030,2030,1,480,0.549996249
availability-wind2030,2030,1,481,0.48660772
availability-wind2030,2030,1,482,0.443814598
availability-wind2030,2030,1,483,0.428811993
availability-wind2030,2030,1,484,0.40725038
availability-wind2030,2030,1,485,0.380576007
availability-wind2030,2030,1,486,0.340741691
availability-wind2030,2030,1,487,0.310108866
availability-wind2030,2030,1,488,0.304557858
availability-wind2030,2030,1,489,0.309312158
availability-wind2030,2030,1,490,0.29457004
availability-wind2030,2030,1,491,0.279526382
availability-wind2030,2030,1,492,0.280924533
availability-wind2030,2030,1,493,0.278960404
availability-wind2030,2030,1,494,0.277090315
availability-wind2030,2030,1,495,0.275684949
availability-wind2030,2030,1,496,0.269696364
availability-wind2030,2030,1,497,0.267953062
availability-wind2030,2030,1,498,0.28146148
availability-wind2030,2030,1,499,0.294771327
availability-wind2030,2030,1,500,0.294348582
availability-wind2030,2030,1,501,0.305007863
availability-wind2030,2030,1,502,0.337547126
availability-wind2030,2030,1,503,0.410360842
availability-wind2030,2030,1,504,0.443219745
availability-wind2030,2030,1,505,0.454676884
availability-wind2030,2030,1,506,0.458641309
availability-wind2030,2030,1,507,0.46052222
availability-wind2030,2030,1,508,0.469155556
availability-wind2030,2030,1,509,0.46141349
availability-wind2030,2030,1,510,0.445034777
availability-wind2030,2030,1,511,0.410513296
availability-wind2030,2030,1,512,0.384648525
availability-wind2030,2030,1,513,0.385263158
availability-wind2030,2030,1,514,0.399988726
availability-wind2030,2030,1,515,0.44052756
availability-wind2030,2030,1,516,0.435704777
availability-wind2030,2030,1,517,0.424963192
availability-wind2030,2030,1,518,0.406519852
availability-wind2030,2030,1,519,0.385205101
availability-wind2030,2030,1,520,0.367951665
availability-wind2030,2030,1,521,0.349144694
availability-wind2030,2030,1,522,0.362282181
availability-wind2030,2030,1,523,0.397185444
availability-wind2030,2030,1,524,0.45930703
availability-wind2030,2030,1,525,0.518261766
availability-wind2030,2030,1,526,0.542178534
availability-wind2030,2030,1,527,0.531752886
availability-wind2030,2030,1,528,0.50311045
availability-wind2030,2030,1,529,0.46841635
availability-wind2030,2030,1,530,0.440712112
availability-wind2030,2030,1,531,0.452275575
availability-wind2030,2030,1,532,0.49272007
availability-wind2030,2030,1,533,0.497557786
availability-wind2030,2030,1,534,0.490531835
availability-wind2030,2030,1,535,0.48549625
availability-wind2030,2030,1,536,0.49381655
availability-wind2030,2030,1,537,0.502798434
availability-wind2030,2030,1,538,0.513543886
availability-wind2030,2030,1,539,0.510936667
availability-wind2030,2030,1,540,0.517557973
availability-wind2030,2030,1,541,0.499766213
availability-wind2030,2030,1,542,0.482973589
availability-wind2030,2030,1,543,0.476722938
availability-wind2030,2030,1,544,0.507478931
availability-wind2030,2030,1,545,0.563857463
availability-wind2030,2030,1,546,0.626540928
availability-wind2030,2030,1,547,0.649939996
availability-wind2030,2030,1,548,0.702262497
availability-wind2030,2030,1,549,0.690132699
availability-wind2030,2030,1,550,0.663086932
availability-wind2030,2030,1,551,0.65848912
availability-wind2030,2030,1,552,0.670053719
availability-wind2030,2030,1,553,0.67302871
availability-wind2030,2030,1,554,0.706296334
availability-wind2030,2030,1,555,0.723216569
availability-wind2030,2030,1,556,0.722893402
availability-wind2030,2030,1,557,0.721122685
availability-wind2030,2030,1,558,0.717402805
availability-wind2030,2030,1,559,0.720283601
availability-wind2030,2030,1,560,0.721405174
availability-wind2030,2030,1,561,0.717933126
availability-wind2030,2030,1,562,0.712873995
availability-wind2030,2030,1,563,0.704440267
availability-wind2030,2030,1,564,0.706184971
availability-wind2030,2030,1,565,0.707821592
availability-wind2030,2030,1,566,0.708687487
availability-wind2030,2030,1,567,0.705977637
availability-wind2030,2030,1,568,0.693454855
availability-wind2030,2030,1,569,0.665778382
availability-wind2030,2030,1,570,0.632002977
availability-wind2030,2030,1,571,0.612227983
availability-wind2030,2030,1,572,0.591681708
availability-wind2030,2030,1,573,0.564625358
availability-wind2030,2030,1,574,0.53258313
availability-wind2030,2030,1,575,0.516754878
availability-wind2030,2030,1,576,0.495139664
availability-wind2030,2030,1,577,0.471867669
availability-wind2030,2030,1,578,0.449321379
availability-wind2030,2030,1,579,0.424600087
availability-wind2030,2030,1,580,0.389289516
availability-wind2030,2030,1,581,0.360850621
availability-wind2030,2030,1,582,0.359612561
availability-wind2030,2030,1,583,0.379670475
availability-wind2030,2030,1,584,0.410879759
availability-wind2030,2030,1,585,0.436421376
availability-wind2030,2030,1,586,0.444256473
availability-wind2030,2030,1,587,0.460041317
availability-wind2030,2030,1,588,0.466369975
availability-wind2030,2030,1,589,0.472076066
availability-wind2030,2030,1,590,0.476896684
availability-wind2030,2030,1,591,0.48394145
availability-wind2030,2030,1,592,0.488242013
availability-wind2030,2030,1,593,0.491826456
availability-wind2030,2030,1,594,0.485391098
availability-wind2030,2030,1,595,0.486212802
availability-wind2030,2030,1,596,0.492678946
availability-wind2030,2030,1,597,0.500350219
availability-wind2030,2030,1,598,0.497037024
availability-wind2030,2030,1,599,0.523907647
availability-wind2030,2030,1,600,0.496934141
availability-wind2030,2030,1,601,0.44213093
availability-wind2030,2030,1,602,0.415325512
availability-wind2030,2030,1,603,0.399533702
availability-wind2030,2030,1,604,0.394223502
availability-wind2030,2030,1,605,0.400468014
availability-wind2030,2030,1,606,0.395145677
availability-wind2030,2030,1,607,0.385173593
availability-wind2030,2030,1,608,0.378657159
availability-wind2030,2030,1,609,0.380602592
availability-wind2030,2030,1,610,0.391690742
availability-wind2030,2030,1,611,0.409535487
availability-wind2030,2030,1,612,0.424613859
availability-wind2030,2030,1,613,0.434233578
availability-wind2030,2030,1,614,0.451092178
availability-wind2030,2030,1,615,0.450658223
availability-wind2030,2030,1,616,0.475358815
availability-wind2030,2030,1,617,0.486110362
availability-wind2030,2030,1,618,0.493825099
availability-wind2030,2030,1,619,0.486120714
availability-wind2030,2030,1,620,0.495776164
availability-wind2030,2030,1,621,0.489912702
availability-wind2030,2030,1,622,0.483440699
availability-wind2030,2030,1,623,0.470402613
availability-wind2030,2030,1,624,0.444580525
availability-wind2030,2030,1,625,0.441209252
availability-wind2030,2030,1,626,0.44637177
availability-wind2030,2030,1,627,0.458617484
availability-wind2030,2030,1,628,0.475548521
availability-wind2030,2030,1,629,0.490444335
availability-wind2030,2030,1,630,0.499440717
availability-wind2030,2030,1,631,0.511010995
availability-wind2030,2030,1,632,0.520724444
availability-wind2030,2030,1,633,0.530779285
availability-wind2030,2030,1,634,0.537252729
availability-wind2030,2030,1,635,0.560308836
availability-wind2030,2030,1,636,0.548344066
availability-wind2030,2030,1,637,0.526145449
availability-wind2030,2030,1,638,0.523715079
availability-wind2030,2030,1,639,0.524345653
availability-wind2030,2030,1,640,0.526925048
availability-wind2030,2030,1,641,0.525958785
availability-wind2030,2030,1,642,0.517501551
availability-wind2030,2030,1,643,0.51415395
availability-wind2030,2030,1,644,0.512870379
availability-wind2030,2030,1,645,0.506384561
availability-wind2030,2030,1,646,0.493134631
availability-wind2030,2030,1,647,0.501037214
availability-wind2030,2030,1,648,0.49689643
availability-wind2030,2030,1,649,0.491497157
availability-wind2030,2030,1,650,0.482392881
availability-wind2030,2030,1,651,0.46206171
availability-wind2030,2030,1,652,0.434898545
availability-wind2030,2030,1,653,0.417629243
availability-wind2030,2030,1,654,0.407764032
availability-wind2030,2030,1,655,0.391324961
availability-wind2030,2030,1,656,0.362395608
availability-wind2030,2030,1,657,0.33477118
availability-wind2030,2030,1,658,0.312249888
availability-wind2030,2030,1,659,0.324797473
availability-wind2030,2030,1,660,0.300525897
availability-wind2030,2030,1,661,0.274350856
availability-wind2030,2030,1,662,0.269781624
availability-wind2030,2030,1,663,0.263093502
availability-wind2030,2030,1,664,0.256133435
