profile_name,year,rep_period,timestep,value
availability-wind2030,2030,1,5196,0.704300561
availability-wind2030,2030,1,5197,0.690151234
availability-wind2030,2030,1,5198,0.680748379
availability-wind2030,2030,1,5199,0.678648475
availability-wind2030,2030,1,5200,0.678847101
availability-wind2030,2030,1,5201,0.675128979
availability-wind2030,2030,1,5202,0.661218482
availability-wind2030,2030,1,5203,0.648933903
availability-wind2030,2030,1,5204,0.649853626
availability-wind2030,2030,1,5205,0.654185722
availability-wind2030,2030,1,5206,0.638015392
availability-wind2030,2030,1,5207,0.624332443
availability-wind2030,2030,1,5208,0.56217489
availability-wind2030,2030,1,5209,0.506006076
availability-wind2030,2030,1,5210,0.450147967
availability-wind2030,2030,1,5211,0.409559705
availability-wind2030,2030,1,5212,0.399842038
availability-wind2030,2030,1,5213,0.413885478
availability-wind2030,2030,1,5214,0.459038791
availability-wind2030,2030,1,5215,0.48228398
availability-wind2030,2030,1,5216,0.512795244
availability-wind2030,2030,1,5217,0.571053905
availability-wind2030,2030,1,5218,0.60908155
availability-wind2030,2030,1,5219,0.5945424
availability-wind2030,2030,1,5220,0.663423264
availability-wind2030,2030,1,5221,0.710305279
availability-wind2030,2030,1,5222,0.748030914
availability-wind2030,2030,1,5223,0.774267891
availability-wind2030,2030,1,5224,0.777486016
availability-wind2030,2030,1,5225,0.771908052
availability-wind2030,2030,1,5226,0.759321246
availability-wind2030,2030,1,5227,0.73807214
availability-wind2030,2030,1,5228,0.716572454
availability-wind2030,2030,1,5229,0.69552865
availability-wind2030,2030,1,5230,0.662392157
availability-wind2030,2030,1,5231,0.601374332
availability-wind2030,2030,1,5232,0.568702319
availability-wind2030,2030,1,5233,0.52162472
availability-wind2030,2030,1,5234,0.500783726
availability-wind2030,2030,1,5235,0.48073215
availability-wind2030,2030,1,5236,0.454984956
availability-wind2030,2030,1,5237,0.416102936
availability-wind2030,2030,1,5238,0.394467721
availability-wind2030,2030,1,5239,0.410913942
availability-wind2030,2030,1,5240,0.416066292
availability-wind2030,2030,1,5241,0.396154613
availability-wind2030,2030,1,5242,0.340194111
availability-wind2030,2030,1,5243,0.264767704
availability-wind2030,2030,1,5244,0.238077129
availability-wind2030,2030,1,5245,0.210310842
availability-wind2030,2030,1,5246,0.20938834
availability-wind2030,2030,1,5247,0.206348337
availability-wind2030,2030,1,5248,0.207383755
availability-wind2030,2030,1,5249,0.197811689
availability-wind2030,2030,1,5250,0.174089629
availability-wind2030,2030,1,5251,0.16339138
availability-wind2030,2030,1,5252,0.14574721
availability-wind2030,2030,1,5253,0.125660397
availability-wind2030,2030,1,5254,0.120160447
availability-wind2030,2030,1,5255,0.141969636
availability-wind2030,2030,1,5256,0.131815095
availability-wind2030,2030,1,5257,0.116190247
availability-wind2030,2030,1,5258,0.108376599
availability-wind2030,2030,1,5259,0.10369988
availability-wind2030,2030,1,5260,0.113470503
availability-wind2030,2030,1,5261,0.134229751
availability-wind2030,2030,1,5262,0.170738472
availability-wind2030,2030,1,5263,0.198461439
availability-wind2030,2030,1,5264,0.193712205
availability-wind2030,2030,1,5265,0.181552737
availability-wind2030,2030,1,5266,0.178038816
availability-wind2030,2030,1,5267,0.162588349
availability-wind2030,2030,1,5268,0.142265382
availability-wind2030,2030,1,5269,0.14532875
availability-wind2030,2030,1,5270,0.17166912
availability-wind2030,2030,1,5271,0.23689052
availability-wind2030,2030,1,5272,0.37676732
availability-wind2030,2030,1,5273,0.393314304
availability-wind2030,2030,1,5274,0.412587084
availability-wind2030,2030,1,5275,0.430676028
availability-wind2030,2030,1,5276,0.416512123
availability-wind2030,2030,1,5277,0.407561048
availability-wind2030,2030,1,5278,0.41089319
availability-wind2030,2030,1,5279,0.427298778
availability-wind2030,2030,1,5280,0.455522509
availability-wind2030,2030,1,5281,0.487123611
availability-wind2030,2030,1,5282,0.497044012
availability-wind2030,2030,1,5283,0.493104353
availability-wind2030,2030,1,5284,0.497048794
availability-wind2030,2030,1,5285,0.513083124
availability-wind2030,2030,1,5286,0.511270355
availability-wind2030,2030,1,5287,0.509562659
availability-wind2030,2030,1,5288,0.495313984
availability-wind2030,2030,1,5289,0.490911467
availability-wind2030,2030,1,5290,0.479451374
availability-wind2030,2030,1,5291,0.390582356
availability-wind2030,2030,1,5292,0.381064899
availability-wind2030,2030,1,5293,0.375107346
availability-wind2030,2030,1,5294,0.380415842
availability-wind2030,2030,1,5295,0.384399282
availability-wind2030,2030,1,5296,0.375544745
availability-wind2030,2030,1,5297,0.366309466
availability-wind2030,2030,1,5298,0.373653576
availability-wind2030,2030,1,5299,0.397711869
availability-wind2030,2030,1,5300,0.406708917
availability-wind2030,2030,1,5301,0.399279133
availability-wind2030,2030,1,5302,0.382730465
availability-wind2030,2030,1,5303,0.358504827
availability-wind2030,2030,1,5304,0.342051538
availability-wind2030,2030,1,5305,0.318705471
availability-wind2030,2030,1,5306,0.292323417
availability-wind2030,2030,1,5307,0.266315789
availability-wind2030,2030,1,5308,0.256754373
availability-wind2030,2030,1,5309,0.25068972
availability-wind2030,2030,1,5310,0.242808308
availability-wind2030,2030,1,5311,0.261051061
availability-wind2030,2030,1,5312,0.286215925
availability-wind2030,2030,1,5313,0.294310669
availability-wind2030,2030,1,5314,0.29344608
availability-wind2030,2030,1,5315,0.29133913
availability-wind2030,2030,1,5316,0.270532297
availability-wind2030,2030,1,5317,0.265324747
availability-wind2030,2030,1,5318,0.257446296
availability-wind2030,2030,1,5319,0.252969472
availability-wind2030,2030,1,5320,0.249735725
availability-wind2030,2030,1,5321,0.264049187
availability-wind2030,2030,1,5322,0.282590315
availability-wind2030,2030,1,5323,0.290828403
availability-wind2030,2030,1,5324,0.298668356
availability-wind2030,2030,1,5325,0.306317027
availability-wind2030,2030,1,5326,0.309666954
availability-wind2030,2030,1,5327,0.323131138
availability-wind2030,2030,1,5328,0.323494316
availability-wind2030,2030,1,5329,0.298911047
availability-wind2030,2030,1,5330,0.247723308
availability-wind2030,2030,1,5331,0.232626286
availability-wind2030,2030,1,5332,0.228539982
availability-wind2030,2030,1,5333,0.218136133
availability-wind2030,2030,1,5334,0.202232129
availability-wind2030,2030,1,5335,0.225428534
availability-wind2030,2030,1,5336,0.244373742
availability-wind2030,2030,1,5337,0.2185354
availability-wind2030,2030,1,5338,0.196502962
availability-wind2030,2030,1,5339,0.172621322
availability-wind2030,2030,1,5340,0.179940706
availability-wind2030,2030,1,5341,0.197072119
availability-wind2030,2030,1,5342,0.199268624
availability-wind2030,2030,1,5343,0.189463176
availability-wind2030,2030,1,5344,0.210257919
availability-wind2030,2030,1,5345,0.227293042
availability-wind2030,2030,1,5346,0.214347517
availability-wind2030,2030,1,5347,0.224238894
availability-wind2030,2030,1,5348,0.251015363
availability-wind2030,2030,1,5349,0.277619287
availability-wind2030,2030,1,5350,0.286807143
availability-wind2030,2030,1,5351,0.281566566
availability-wind2030,2030,1,5352,0.276022888
availability-wind2030,2030,1,5353,0.266975356
availability-wind2030,2030,1,5354,0.261321332
availability-wind2030,2030,1,5355,0.252761512
availability-wind2030,2030,1,5356,0.248032312
availability-wind2030,2030,1,5357,0.238200225
availability-wind2030,2030,1,5358,0.229035028
availability-wind2030,2030,1,5359,0.213034783
availability-wind2030,2030,1,5360,0.180228676
availability-wind2030,2030,1,5361,0.15330721
availability-wind2030,2030,1,5362,0.125529145
availability-wind2030,2030,1,5363,0.097776479
availability-wind2030,2030,1,5364,0.096090927
availability-wind2030,2030,1,5365,0.10238797
availability-wind2030,2030,1,5366,0.112699704
availability-wind2030,2030,1,5367,0.132335427
availability-wind2030,2030,1,5368,0.183148345
availability-wind2030,2030,1,5369,0.274833337
availability-wind2030,2030,1,5370,0.371687408
availability-wind2030,2030,1,5371,0.451811946
availability-wind2030,2030,1,5372,0.47654588
availability-wind2030,2030,1,5373,0.484234282
availability-wind2030,2030,1,5374,0.544280631
availability-wind2030,2030,1,5375,0.57811161
availability-wind2030,2030,1,5376,0.586958675
availability-wind2030,2030,1,5377,0.610272367
availability-wind2030,2030,1,5378,0.604593993
availability-wind2030,2030,1,5379,0.593583605
availability-wind2030,2030,1,5380,0.583576644
availability-wind2030,2030,1,5381,0.61750007
availability-wind2030,2030,1,5382,0.617842525
availability-wind2030,2030,1,5383,0.599225482
availability-wind2030,2030,1,5384,0.582517756
availability-wind2030,2030,1,5385,0.562749709
availability-wind2030,2030,1,5386,0.543544648
availability-wind2030,2030,1,5387,0.501187216
availability-wind2030,2030,1,5388,0.483323032
availability-wind2030,2030,1,5389,0.439538433
availability-wind2030,2030,1,5390,0.409374276
availability-wind2030,2030,1,5391,0.420420347
availability-wind2030,2030,1,5392,0.427956531
availability-wind2030,2030,1,5393,0.481181203
availability-wind2030,2030,1,5394,0.51634235
availability-wind2030,2030,1,5395,0.530484996
availability-wind2030,2030,1,5396,0.538727662
availability-wind2030,2030,1,5397,0.526003668
availability-wind2030,2030,1,5398,0.491118218
availability-wind2030,2030,1,5399,0.529685542
availability-wind2030,2030,1,5400,0.494929893
availability-wind2030,2030,1,5401,0.437987945
availability-wind2030,2030,1,5402,0.408253672
availability-wind2030,2030,1,5403,0.379691372
availability-wind2030,2030,1,5404,0.339288959
availability-wind2030,2030,1,5405,0.297622083
availability-wind2030,2030,1,5406,0.288256642
availability-wind2030,2030,1,5407,0.324927007
availability-wind2030,2030,1,5408,0.367760016
availability-wind2030,2030,1,5409,0.406066481
availability-wind2030,2030,1,5410,0.430591947
availability-wind2030,2030,1,5411,0.403521309
availability-wind2030,2030,1,5412,0.416626
availability-wind2030,2030,1,5413,0.4601086
availability-wind2030,2030,1,5414,0.508515328
availability-wind2030,2030,1,5415,0.544696313
availability-wind2030,2030,1,5416,0.545225468
availability-wind2030,2030,1,5417,0.559297474
availability-wind2030,2030,1,5418,0.594910189
availability-wind2030,2030,1,5419,0.626215183
availability-wind2030,2030,1,5420,0.653157158
availability-wind2030,2030,1,5421,0.686251645
availability-wind2030,2030,1,5422,0.706620383
availability-wind2030,2030,1,5423,0.692689616
availability-wind2030,2030,1,5424,0.699110703
availability-wind2030,2030,1,5425,0.713677503
availability-wind2030,2030,1,5426,0.718608397
availability-wind2030,2030,1,5427,0.669880006
availability-wind2030,2030,1,5428,0.5989043
availability-wind2030,2030,1,5429,0.572608598
availability-wind2030,2030,1,5430,0.603727637
availability-wind2030,2030,1,5431,0.629366255
availability-wind2030,2030,1,5432,0.5725396
availability-wind2030,2030,1,5433,0.492608715
availability-wind2030,2030,1,5434,0.429996456
availability-wind2030,2030,1,5435,0.455976999
availability-wind2030,2030,1,5436,0.457151626
availability-wind2030,2030,1,5437,0.471309181
availability-wind2030,2030,1,5438,0.480029368
availability-wind2030,2030,1,5439,0.466164605
availability-wind2030,2030,1,5440,0.464147055
availability-wind2030,2030,1,5441,0.465486579
availability-wind2030,2030,1,5442,0.479055831
availability-wind2030,2030,1,5443,0.479814469
availability-wind2030,2030,1,5444,0.469012187
availability-wind2030,2030,1,5445,0.434047889
availability-wind2030,2030,1,5446,0.414229668
availability-wind2030,2030,1,5447,0.428211526
availability-wind2030,2030,1,5448,0.481600419
availability-wind2030,2030,1,5449,0.516664052
availability-wind2030,2030,1,5450,0.531349851
availability-wind2030,2030,1,5451,0.537714814
availability-wind2030,2030,1,5452,0.531142657
availability-wind2030,2030,1,5453,0.522722566
availability-wind2030,2030,1,5454,0.477969518
availability-wind2030,2030,1,5455,0.449101972
availability-wind2030,2030,1,5456,0.419137767
availability-wind2030,2030,1,5457,0.380941451
availability-wind2030,2030,1,5458,0.343837534
availability-wind2030,2030,1,5459,0.378963929
availability-wind2030,2030,1,5460,0.405391677
availability-wind2030,2030,1,5461,0.450131557
availability-wind2030,2030,1,5462,0.490019083
availability-wind2030,2030,1,5463,0.53998687
availability-wind2030,2030,1,5464,0.580236362
availability-wind2030,2030,1,5465,0.609671731
availability-wind2030,2030,1,5466,0.636627745
availability-wind2030,2030,1,5467,0.651727795
availability-wind2030,2030,1,5468,0.668582583
availability-wind2030,2030,1,5469,0.669059423
availability-wind2030,2030,1,5470,0.697631165
availability-wind2030,2030,1,5471,0.747701871
availability-wind2030,2030,1,5472,0.738212745
availability-wind2030,2030,1,5473,0.694790839
availability-wind2030,2030,1,5474,0.658527695
availability-wind2030,2030,1,5475,0.65435706
availability-wind2030,2030,1,5476,0.658722116
availability-wind2030,2030,1,5477,0.668003775
availability-wind2030,2030,1,5478,0.679878397
availability-wind2030,2030,1,5479,0.740366935
availability-wind2030,2030,1,5480,0.796071339
availability-wind2030,2030,1,5481,0.822709571
availability-wind2030,2030,1,5482,0.815374501
availability-wind2030,2030,1,5483,0.808364611
availability-wind2030,2030,1,5484,0.837776643
availability-wind2030,2030,1,5485,0.841923222
availability-wind2030,2030,1,5486,0.837974987
availability-wind2030,2030,1,5487,0.842024511
availability-wind2030,2030,1,5488,0.842409493
availability-wind2030,2030,1,5489,0.816148591
availability-wind2030,2030,1,5490,0.747587281
availability-wind2030,2030,1,5491,0.670841974
availability-wind2030,2030,1,5492,0.57683001
availability-wind2030,2030,1,5493,0.486681705
availability-wind2030,2030,1,5494,0.417874932
availability-wind2030,2030,1,5495,0.419687683
availability-wind2030,2030,1,5496,0.412157093
availability-wind2030,2030,1,5497,0.401866871
availability-wind2030,2030,1,5498,0.413455863
availability-wind2030,2030,1,5499,0.435925011
availability-wind2030,2030,1,5500,0.444808084
availability-wind2030,2030,1,5501,0.432227007
availability-wind2030,2030,1,5502,0.424101926
availability-wind2030,2030,1,5503,0.468632122
availability-wind2030,2030,1,5504,0.520315396
availability-wind2030,2030,1,5505,0.511971109
availability-wind2030,2030,1,5506,0.472689242
availability-wind2030,2030,1,5507,0.4379586
availability-wind2030,2030,1,5508,0.438995465
availability-wind2030,2030,1,5509,0.43117962
availability-wind2030,2030,1,5510,0.423722563
availability-wind2030,2030,1,5511,0.424937784
availability-wind2030,2030,1,5512,0.412896393
availability-wind2030,2030,1,5513,0.39736991
availability-wind2030,2030,1,5514,0.408345134
availability-wind2030,2030,1,5515,0.414143327
availability-wind2030,2030,1,5516,0.422208447
availability-wind2030,2030,1,5517,0.425048165
availability-wind2030,2030,1,5518,0.423093137
availability-wind2030,2030,1,5519,0.3995813
availability-wind2030,2030,1,5520,0.423197956
availability-wind2030,2030,1,5521,0.434912314
availability-wind2030,2030,1,5522,0.440118212
availability-wind2030,2030,1,5523,0.441745833
availability-wind2030,2030,1,5524,0.450662593
availability-wind2030,2030,1,5525,0.467157929
availability-wind2030,2030,1,5526,0.480497697
availability-wind2030,2030,1,5527,0.473425671
availability-wind2030,2030,1,5528,0.468449377
availability-wind2030,2030,1,5529,0.475302186
availability-wind2030,2030,1,5530,0.478380854
availability-wind2030,2030,1,5531,0.469273911
availability-wind2030,2030,1,5532,0.482436987
availability-wind2030,2030,1,5533,0.466805732
availability-wind2030,2030,1,5534,0.443480079
availability-wind2030,2030,1,5535,0.428390409
availability-wind2030,2030,1,5536,0.428819827
availability-wind2030,2030,1,5537,0.449386271
availability-wind2030,2030,1,5538,0.477291389
availability-wind2030,2030,1,5539,0.514182601
availability-wind2030,2030,1,5540,0.541062631
availability-wind2030,2030,1,5541,0.57878376
availability-wind2030,2030,1,5542,0.643373352
availability-wind2030,2030,1,5543,0.757757974
availability-wind2030,2030,1,5544,0.794115913
availability-wind2030,2030,1,5545,0.791743655
availability-wind2030,2030,1,5546,0.776068849
availability-wind2030,2030,1,5547,0.753999251
availability-wind2030,2030,1,5548,0.726740937
availability-wind2030,2030,1,5549,0.707599018
availability-wind2030,2030,1,5550,0.712012013
availability-wind2030,2030,1,5551,0.697008251
availability-wind2030,2030,1,5552,0.688058525
availability-wind2030,2030,1,5553,0.661722565
availability-wind2030,2030,1,5554,0.648502584
availability-wind2030,2030,1,5555,0.611626396
availability-wind2030,2030,1,5556,0.656168742
availability-wind2030,2030,1,5557,0.714427668
availability-wind2030,2030,1,5558,0.774121898
availability-wind2030,2030,1,5559,0.80390055
availability-wind2030,2030,1,5560,0.829587144
availability-wind2030,2030,1,5561,0.853309681
availability-wind2030,2030,1,5562,0.864748209
availability-wind2030,2030,1,5563,0.864554392
availability-wind2030,2030,1,5564,0.853219575
availability-wind2030,2030,1,5565,0.848980777
availability-wind2030,2030,1,5566,0.853283357
availability-wind2030,2030,1,5567,0.845560138
availability-wind2030,2030,1,5568,0.847612276
availability-wind2030,2030,1,5569,0.844666187
availability-wind2030,2030,1,5570,0.816356949
availability-wind2030,2030,1,5571,0.783745049
availability-wind2030,2030,1,5572,0.735072469
availability-wind2030,2030,1,5573,0.702123546
availability-wind2030,2030,1,5574,0.682861194
availability-wind2030,2030,1,5575,0.674661568
availability-wind2030,2030,1,5576,0.643815849
availability-wind2030,2030,1,5577,0.608269082
availability-wind2030,2030,1,5578,0.592320692
availability-wind2030,2030,1,5579,0.62744508
availability-wind2030,2030,1,5580,0.645378636
availability-wind2030,2030,1,5581,0.683172998
availability-wind2030,2030,1,5582,0.768033415
availability-wind2030,2030,1,5583,0.831563626
availability-wind2030,2030,1,5584,0.881464597
availability-wind2030,2030,1,5585,0.888523107
availability-wind2030,2030,1,5586,0.883438313
availability-wind2030,2030,1,5587,0.885379725
availability-wind2030,2030,1,5588,0.885198778
availability-wind2030,2030,1,5589,0.88444826
availability-wind2030,2030,1,5590,0.877652729
availability-wind2030,2030,1,5591,0.870636407
availability-wind2030,2030,1,5592,0.879219377
availability-wind2030,2030,1,5593,0.878857671
availability-wind2030,2030,1,5594,0.875557844
availability-wind2030,2030,1,5595,0.868047114
availability-wind2030,2030,1,5596,0.864350937
availability-wind2030,2030,1,5597,0.852640429
availability-wind2030,2030,1,5598,0.831129984
availability-wind2030,2030,1,5599,0.818893734
availability-wind2030,2030,1,5600,0.821735137
availability-wind2030,2030,1,5601,0.812352836
availability-wind2030,2030,1,5602,0.78554081
availability-wind2030,2030,1,5603,0.723159607
availability-wind2030,2030,1,5604,0.72278614
availability-wind2030,2030,1,5605,0.734221147
availability-wind2030,2030,1,5606,0.720470186
availability-wind2030,2030,1,5607,0.719807878
availability-wind2030,2030,1,5608,0.739244214
availability-wind2030,2030,1,5609,0.760041478
availability-wind2030,2030,1,5610,0.787501388
availability-wind2030,2030,1,5611,0.804823239
availability-wind2030,2030,1,5612,0.794466167
availability-wind2030,2030,1,5613,0.769881436
availability-wind2030,2030,1,5614,0.74792764
availability-wind2030,2030,1,5615,0.70955416
availability-wind2030,2030,1,5616,0.671776128
availability-wind2030,2030,1,5617,0.631055759
availability-wind2030,2030,1,5618,0.611888431
availability-wind2030,2030,1,5619,0.586841999
availability-wind2030,2030,1,5620,0.585863383
availability-wind2030,2030,1,5621,0.586008022
availability-wind2030,2030,1,5622,0.569214692
availability-wind2030,2030,1,5623,0.556417716
availability-wind2030,2030,1,5624,0.554650133
availability-wind2030,2030,1,5625,0.557971333
availability-wind2030,2030,1,5626,0.55064761
availability-wind2030,2030,1,5627,0.528260356
availability-wind2030,2030,1,5628,0.554115985
availability-wind2030,2030,1,5629,0.57794761
availability-wind2030,2030,1,5630,0.604456704
availability-wind2030,2030,1,5631,0.631294433
availability-wind2030,2030,1,5632,0.589195108
availability-wind2030,2030,1,5633,0.511392655
availability-wind2030,2030,1,5634,0.462538138
availability-wind2030,2030,1,5635,0.422809295
availability-wind2030,2030,1,5636,0.41284904
availability-wind2030,2030,1,5637,0.417534617
availability-wind2030,2030,1,5638,0.427887649
availability-wind2030,2030,1,5639,0.414700866
availability-wind2030,2030,1,5640,0.424462017
availability-wind2030,2030,1,5641,0.477419477
availability-wind2030,2030,1,5642,0.544115697
availability-wind2030,2030,1,5643,0.621602206
availability-wind2030,2030,1,5644,0.717761112
availability-wind2030,2030,1,5645,0.780383482
availability-wind2030,2030,1,5646,0.814754673
availability-wind2030,2030,1,5647,0.808216729
availability-wind2030,2030,1,5648,0.795467817
availability-wind2030,2030,1,5649,0.801863811
availability-wind2030,2030,1,5650,0.803184706
availability-wind2030,2030,1,5651,0.761588501
availability-wind2030,2030,1,5652,0.744902885
availability-wind2030,2030,1,5653,0.721780758
availability-wind2030,2030,1,5654,0.710507888
availability-wind2030,2030,1,5655,0.731751383
availability-wind2030,2030,1,5656,0.768407489
availability-wind2030,2030,1,5657,0.762414987
availability-wind2030,2030,1,5658,0.775634805
availability-wind2030,2030,1,5659,0.807149189
availability-wind2030,2030,1,5660,0.796753789
availability-wind2030,2030,1,5661,0.759064669
availability-wind2030,2030,1,5662,0.722796963
availability-wind2030,2030,1,5663,0.676048587
availability-wind2030,2030,1,5664,0.65449227
availability-wind2030,2030,1,5665,0.640765101
availability-wind2030,2030,1,5666,0.632117678
availability-wind2030,2030,1,5667,0.622635202
availability-wind2030,2030,1,5668,0.609438398
availability-wind2030,2030,1,5669,0.582480923
availability-wind2030,2030,1,5670,0.563636388
availability-wind2030,2030,1,5671,0.538519363
availability-wind2030,2030,1,5672,0.535243953
availability-wind2030,2030,1,5673,0.554963358
availability-wind2030,2030,1,5674,0.551671971
availability-wind2030,2030,1,5675,0.540373418
availability-wind2030,2030,1,5676,0.521757015
availability-wind2030,2030,1,5677,0.513840356
availability-wind2030,2030,1,5678,0.510270313
availability-wind2030,2030,1,5679,0.505235148
availability-wind2030,2030,1,5680,0.501639735
availability-wind2030,2030,1,5681,0.49468603
availability-wind2030,2030,1,5682,0.488585504
availability-wind2030,2030,1,5683,0.479223736
availability-wind2030,2030,1,5684,0.468887137
availability-wind2030,2030,1,5685,0.459003095
availability-wind2030,2030,1,5686,0.462408877
availability-wind2030,2030,1,5687,0.458197127
availability-wind2030,2030,1,5688,0.469316332
availability-wind2030,2030,1,5689,0.468129622
availability-wind2030,2030,1,5690,0.460890839
availability-wind2030,2030,1,5691,0.464168457
availability-wind2030,2030,1,5692,0.47111939
availability-wind2030,2030,1,5693,0.480447843
availability-wind2030,2030,1,5694,0.457083483
availability-wind2030,2030,1,5695,0.438361676
availability-wind2030,2030,1,5696,0.442033735
availability-wind2030,2030,1,5697,0.440359055
availability-wind2030,2030,1,5698,0.432931292
availability-wind2030,2030,1,5699,0.536794793
availability-wind2030,2030,1,5700,0.569438591
availability-wind2030,2030,1,5701,0.594512968
availability-wind2030,2030,1,5702,0.606696856
availability-wind2030,2030,1,5703,0.623517215
availability-wind2030,2030,1,5704,0.65434258
availability-wind2030,2030,1,5705,0.664244566
availability-wind2030,2030,1,5706,0.66287693
availability-wind2030,2030,1,5707,0.665770131
availability-wind2030,2030,1,5708,0.660236322
availability-wind2030,2030,1,5709,0.643500911
availability-wind2030,2030,1,5710,0.63715392
availability-wind2030,2030,1,5711,0.679637628
availability-wind2030,2030,1,5712,0.662839185
availability-wind2030,2030,1,5713,0.645874125
availability-wind2030,2030,1,5714,0.634332744
availability-wind2030,2030,1,5715,0.635174962
availability-wind2030,2030,1,5716,0.645555174
availability-wind2030,2030,1,5717,0.661580502
availability-wind2030,2030,1,5718,0.6732384
availability-wind2030,2030,1,5719,0.677019818
availability-wind2030,2030,1,5720,0.683749
availability-wind2030,2030,1,5721,0.677999128
availability-wind2030,2030,1,5722,0.672690014
availability-wind2030,2030,1,5723,0.641565
availability-wind2030,2030,1,5724,0.664255194
availability-wind2030,2030,1,5725,0.674644167
availability-wind2030,2030,1,5726,0.679198387
availability-wind2030,2030,1,5727,0.675530584
availability-wind2030,2030,1,5728,0.671243267
availability-wind2030,2030,1,5729,0.664396212
availability-wind2030,2030,1,5730,0.667128238
availability-wind2030,2030,1,5731,0.670286934
availability-wind2030,2030,1,5732,0.658049966
availability-wind2030,2030,1,5733,0.644142376
availability-wind2030,2030,1,5734,0.636128502
availability-wind2030,2030,1,5735,0.619877002
availability-wind2030,2030,1,5736,0.624529368
availability-wind2030,2030,1,5737,0.625732006
availability-wind2030,2030,1,5738,0.637274951
availability-wind2030,2030,1,5739,0.637113191
availability-wind2030,2030,1,5740,0.631786894
availability-wind2030,2030,1,5741,0.639167992
availability-wind2030,2030,1,5742,0.633306388
availability-wind2030,2030,1,5743,0.620593941
availability-wind2030,2030,1,5744,0.619685282
availability-wind2030,2030,1,5745,0.629645483
availability-wind2030,2030,1,5746,0.632074738
availability-wind2030,2030,1,5747,0.596510081
availability-wind2030,2030,1,5748,0.612482825
availability-wind2030,2030,1,5749,0.611018329
availability-wind2030,2030,1,5750,0.635993773
availability-wind2030,2030,1,5751,0.650555558
availability-wind2030,2030,1,5752,0.663600436
availability-wind2030,2030,1,5753,0.669269913
availability-wind2030,2030,1,5754,0.662622862
availability-wind2030,2030,1,5755,0.656150896
availability-wind2030,2030,1,5756,0.611881618
availability-wind2030,2030,1,5757,0.533694642
availability-wind2030,2030,1,5758,0.46319871
availability-wind2030,2030,1,5759,0.475039349
availability-wind2030,2030,1,5760,0.444113701
availability-wind2030,2030,1,5761,0.41778584
availability-wind2030,2030,1,5762,0.410468837
availability-wind2030,2030,1,5763,0.390188858
availability-wind2030,2030,1,5764,0.373223172
availability-wind2030,2030,1,5765,0.341165368
availability-wind2030,2030,1,5766,0.302863289
availability-wind2030,2030,1,5767,0.269963199
availability-wind2030,2030,1,5768,0.235297974
availability-wind2030,2030,1,5769,0.20448872
availability-wind2030,2030,1,5770,0.169538373
availability-wind2030,2030,1,5771,0.134225944
availability-wind2030,2030,1,5772,0.124699199
availability-wind2030,2030,1,5773,0.113355598
availability-wind2030,2030,1,5774,0.109351039
availability-wind2030,2030,1,5775,0.102818168
availability-wind2030,2030,1,5776,0.100163366
availability-wind2030,2030,1,5777,0.097558229
availability-wind2030,2030,1,5778,0.095268054
availability-wind2030,2030,1,5779,0.106771177
availability-wind2030,2030,1,5780,0.124255268
availability-wind2030,2030,1,5781,0.135801427
availability-wind2030,2030,1,5782,0.143517572
availability-wind2030,2030,1,5783,0.131524884
availability-wind2030,2030,1,5784,0.121309075
availability-wind2030,2030,1,5785,0.117312396
availability-wind2030,2030,1,5786,0.108122361
availability-wind2030,2030,1,5787,0.106733202
availability-wind2030,2030,1,5788,0.113097566
availability-wind2030,2030,1,5789,0.12011009
availability-wind2030,2030,1,5790,0.124736596
availability-wind2030,2030,1,5791,0.121932694
availability-wind2030,2030,1,5792,0.118608903
availability-wind2030,2030,1,5793,0.120964825
availability-wind2030,2030,1,5794,0.123705386
availability-wind2030,2030,1,5795,0.123819697
availability-wind2030,2030,1,5796,0.113785419
availability-wind2030,2030,1,5797,0.09666054
availability-wind2030,2030,1,5798,0.085096906
availability-wind2030,2030,1,5799,0.088972335
availability-wind2030,2030,1,5800,0.09727648
availability-wind2030,2030,1,5801,0.108028552
availability-wind2030,2030,1,5802,0.125031297
availability-wind2030,2030,1,5803,0.148570361
availability-wind2030,2030,1,5804,0.170293724
availability-wind2030,2030,1,5805,0.175108159
availability-wind2030,2030,1,5806,0.169507494
availability-wind2030,2030,1,5807,0.157922453
availability-wind2030,2030,1,5808,0.160375462
availability-wind2030,2030,1,5809,0.171368784
availability-wind2030,2030,1,5810,0.188443116
availability-wind2030,2030,1,5811,0.202926692
availability-wind2030,2030,1,5812,0.217590888
availability-wind2030,2030,1,5813,0.234024244
availability-wind2030,2030,1,5814,0.25267429
availability-wind2030,2030,1,5815,0.266349009
availability-wind2030,2030,1,5816,0.271566549
availability-wind2030,2030,1,5817,0.273545704
availability-wind2030,2030,1,5818,0.273450094
availability-wind2030,2030,1,5819,0.267367816
availability-wind2030,2030,1,5820,0.277084207
availability-wind2030,2030,1,5821,0.288886473
availability-wind2030,2030,1,5822,0.300476587
availability-wind2030,2030,1,5823,0.318456779
availability-wind2030,2030,1,5824,0.342621857
availability-wind2030,2030,1,5825,0.376539032
availability-wind2030,2030,1,5826,0.407418256
availability-wind2030,2030,1,5827,0.432277377
availability-wind2030,2030,1,5828,0.464785424
availability-wind2030,2030,1,5829,0.484047418
availability-wind2030,2030,1,5830,0.493569408
